version,aim_sigma_sum,contact,fair,familiar,pitch,quality_sum,rating,swings,timing_miss,trials,x
before,29.2425824095863,9,6,fresh,pitch.knuckleball,2.15623932856182,5,15,0,96,-0.85
before,24.4963838843475,14,11,repeat,pitch.knuckleball,4.5069285744946,5,15,0,96,-0.85
before,29.2425824095863,9,6,mixed,pitch.knuckleball,2.15623932856182,5,15,0,96,-0.85
before,27.2347834231318,11,10,fresh,pitch.knuckleball,3.95243485762481,8,15,0,96,-0.85
before,20.641087306073,15,15,repeat,pitch.knuckleball,7.59932577960329,8,15,0,96,-0.85
before,27.2347834231318,11,10,mixed,pitch.knuckleball,3.95243485762481,8,15,0,96,-0.85
before,28.1267412830672,24,18,fresh,pitch.knuckleball,7.96001230004519,3,54,0,96,-0.35
before,21.0656263700033,38,28,repeat,pitch.knuckleball,13.1399213441919,3,56,0,96,-0.35
before,28.1267412830672,24,18,mixed,pitch.knuckleball,7.96001230004519,3,54,0,96,-0.35
before,26.2593259915949,33,28,fresh,pitch.knuckleball,11.4990965532671,5,54,0,96,-0.35
before,18.3777662829925,46,39,repeat,pitch.knuckleball,19.72861033126,5,56,0,96,-0.35
before,26.2593259915949,33,28,mixed,pitch.knuckleball,11.4990965532671,5,54,0,96,-0.35
before,22.2288081178495,47,46,fresh,pitch.knuckleball,20.9038727083556,8,53,0,96,-0.35
before,14.3422792340953,56,52,repeat,pitch.knuckleball,29.5820412616086,8,56,0,96,-0.35
before,22.2288081178495,47,46,mixed,pitch.knuckleball,20.9038727083556,8,53,0,96,-0.35
before,26.963160387613,38,24,fresh,pitch.knuckleball,11.8408300290294,3,80,0,96,0.0
before,20.0701677569596,59,45,repeat,pitch.knuckleball,21.6150277890035,3,88,0,96,0.0
before,26.706993121276,40,27,mixed,pitch.knuckleball,12.6578946271082,3,82,0,96,0.0
before,24.2717184591578,56,42,fresh,pitch.knuckleball,17.8729986101949,5,80,0,96,0.0
before,17.3805794226122,79,70,repeat,pitch.knuckleball,32.525054694742,5,88,0,96,0.0
before,24.0154949080504,59,45,mixed,pitch.knuckleball,19.0325308540859,5,82,0,96,0.0
before,20.232793885987,76,67,fresh,pitch.knuckleball,31.2710579466383,8,80,0,96,0.0
before,13.3459406986801,85,82,repeat,pitch.knuckleball,47.4413999314124,8,88,0,96,0.0
before,19.9590018640934,79,69,mixed,pitch.knuckleball,32.8502356775348,8,82,0,96,0.0
before,28.1267412830672,27,16,fresh,pitch.knuckleball,8.25672918456891,3,54,0,96,0.35
before,21.0656263700033,36,27,repeat,pitch.knuckleball,13.3537800189292,3,56,0,96,0.35
before,28.1267412830672,27,16,mixed,pitch.knuckleball,8.25672918456891,3,54,0,96,0.35
before,26.2593259915949,36,27,fresh,pitch.knuckleball,11.83209422643,5,54,0,96,0.35
before,18.3777662829925,47,40,repeat,pitch.knuckleball,19.5731901627645,5,56,0,96,0.35
before,26.2593259915949,36,27,mixed,pitch.knuckleball,11.83209422643,5,54,0,96,0.35
before,22.2288081178495,48,45,fresh,pitch.knuckleball,20.8303398725193,8,53,0,96,0.35
before,14.3422792340953,55,52,repeat,pitch.knuckleball,29.5537327508274,8,56,0,96,0.35
before,22.2288081178495,48,45,mixed,pitch.knuckleball,20.8303398725193,8,53,0,96,0.35
before,30.3713894925539,5,4,fresh,pitch.knuckleball,1.12865087213698,3,15,0,96,0.85
before,25.9924513384467,8,6,repeat,pitch.knuckleball,2.47413771244682,3,15,0,96,0.85
before,30.3713894925539,5,4,mixed,pitch.knuckleball,1.12865087213698,3,15,0,96,0.85
before,29.2425824095863,8,5,fresh,pitch.knuckleball,1.89312369284852,5,15,0,96,0.85
before,24.4963838843475,13,11,repeat,pitch.knuckleball,4.03844359680958,5,15,0,96,0.85
before,29.2425824095863,8,5,mixed,pitch.knuckleball,1.89312369284852,5,15,0,96,0.85
before,27.2347834231318,11,10,fresh,pitch.knuckleball,3.62930845564845,8,15,0,96,0.85
before,20.641087306073,15,15,repeat,pitch.knuckleball,7.04194611799324,8,15,0,96,0.85
before,27.2347834231318,11,10,mixed,pitch.knuckleball,3.62930845564845,8,15,0,96,0.85
before,30.72,5,3,fresh,pitch.riser,1.49291810402714,3,10,0,96,-0.85
before,27.8953260816564,4,3,repeat,pitch.riser,1.29264613889506,3,9,0,96,-0.85
before,30.72,5,3,mixed,pitch.riser,1.49291810402714,3,10,0,96,-0.85
before,30.72,5,4,fresh,pitch.riser,1.75000558279772,5,10,0,96,-0.85
before,25.1480128504322,5,4,repeat,pitch.riser,1.8180879302971,5,9,0,96,-0.85
before,30.72,5,4,mixed,pitch.riser,1.75000558279772,5,10,0,96,-0.85
before,29.9351518725068,8,6,fresh,pitch.riser,2.32257490223123,8,10,0,96,-0.85
before,21.1168649315155,8,7,repeat,pitch.riser,3.20946200104038,8,9,0,96,-0.85
before,29.9317018725068,8,6,mixed,pitch.riser,2.32257490223123,8,10,0,96,-0.85
before,27.1161759515666,32,22,fresh,pitch.riser,10.0982869044227,3,79,0,96,-0.35
before,18.3648157783303,58,49,repeat,pitch.riser,21.2247869999983,3,91,0,96,-0.35
before,27.1023759515666,33,22,mixed,pitch.riser,10.1251786815516,3,79,0,96,-0.35
before,24.4203201427634,48,36,fresh,pitch.riser,14.9596685200052,5,79,0,96,-0.35
before,15.5817890361666,77,63,repeat,pitch.riser,30.391915076728,5,91,0,96,-0.35
before,24.4065201427634,48,36,mixed,pitch.riser,14.9855089488625,5,79,0,96,-0.35
before,20.3793438645293,73,59,fresh,pitch.riser,27.4278455964701,8,79,0,96,-0.35
before,11.5265910055813,88,86,repeat,pitch.riser,46.3363229741737,8,91,0,96,-0.35
before,20.3689938645293,73,59,mixed,pitch.riser,27.4578276091558,8,79,0,96,-0.35
before,25.3435436465747,37,30,fresh,pitch.riser,12.1561243411297,3,86,0,96,0.0
before,16.6613923311636,62,49,repeat,pitch.riser,22.4577233703374,3,96,0,96,0.0
before,25.3297436465747,37,30,mixed,pitch.riser,12.1841279232457,3,86,0,96,0.0
before,22.6451705966986,55,43,fresh,pitch.riser,18.1916699160426,5,86,0,96,0.0
before,13.9253562362957,79,65,repeat,pitch.riser,32.8667022766169,5,96,0,96,0.0
before,22.6313705966985,55,43,mixed,pitch.riser,18.2173720178933,5,86,0,96,0.0
before,18.592622709174,81,67,fresh,pitch.riser,32.1350725152687,8,86,0,96,0.0
before,9.84637007925406,96,86,repeat,pitch.riser,48.6674917740262,8,96,0,96,0.0
before,18.585722709174,81,67,mixed,pitch.riser,32.15364763219,8,86,0,96,0.0
before,27.1161759515666,33,23,fresh,pitch.riser,10.0550065146725,3,79,0,96,0.35
before,18.3648157783303,64,53,repeat,pitch.riser,21.3958487051566,3,91,0,96,0.35
before,27.1023759515666,33,23,mixed,pitch.riser,10.0831701467535,3,79,0,96,0.35
before,24.4203201427634,47,36,fresh,pitch.riser,14.8991912057025,5,79,0,96,0.35
before,15.5817890361666,78,63,repeat,pitch.riser,30.5336607016709,5,91,0,96,0.35
before,24.4065201427634,47,36,mixed,pitch.riser,14.9250756232208,5,79,0,96,0.35
before,20.3793438645293,73,60,fresh,pitch.riser,27.4825009461202,8,79,0,96,0.35
before,11.5265910055813,88,85,repeat,pitch.riser,46.4875853645883,8,91,0,96,0.35
before,20.3689938645293,73,60,mixed,pitch.riser,27.5126982857863,8,79,0,96,0.35
before,30.72,5,3,fresh,pitch.riser,1.44865044911441,3,10,0,96,0.85
before,27.8953260816564,4,4,repeat,pitch.riser,1.2136000399543,3,9,0,96,0.85
before,30.72,5,3,mixed,pitch.riser,1.44865044911441,3,10,0,96,0.85
before,30.72,5,5,fresh,pitch.riser,1.70987914403583,5,10,0,96,0.85
before,25.1480128504322,5,4,repeat,pitch.riser,1.71024004715048,5,9,0,96,0.85
before,30.72,5,5,mixed,pitch.riser,1.70987914403583,5,10,0,96,0.85
before,29.9351518725068,8,5,fresh,pitch.riser,2.28855987731142,8,10,0,96,0.85
before,21.1168649315155,8,7,repeat,pitch.riser,3.12632988626972,8,9,0,96,0.85
before,29.9317018725068,8,5,mixed,pitch.riser,2.28855987731142,8,10,0,96,0.85
before,30.72,8,4,fresh,pitch.drop,1.60939871958808,3,11,0,96,-0.85
before,28.7899498098797,8,6,repeat,pitch.drop,2.02209957250929,3,10,0,96,-0.85
before,30.72,8,4,mixed,pitch.drop,1.60939871958808,3,11,0,96,-0.85
before,30.72,9,7,fresh,pitch.drop,2.12525328382112,5,11,0,96,-0.85
before,26.1049817796843,8,8,repeat,pitch.drop,3.00873221204498,5,10,0,96,-0.85
before,30.72,9,7,mixed,pitch.drop,2.12525328382112,5,11,0,96,-0.85
before,29.0504020341932,11,9,fresh,pitch.drop,3.31880464825068,8,11,0,96,-0.85
before,22.1180857938094,10,10,repeat,pitch.drop,4.63923222669853,8,10,0,96,-0.85
before,28.7433349658659,11,9,mixed,pitch.drop,3.36887795261158,8,11,0,96,-0.85
before,26.6496698668079,44,28,fresh,pitch.drop,12.6693877684661,3,79,0,96,-0.35
before,19.7392848742644,59,51,repeat,pitch.drop,23.2579296493038,3,86,0,96,-0.35
before,26.3422680544241,44,28,mixed,pitch.drop,12.9186510524991,3,79,0,96,-0.35
before,23.9571221277534,58,46,fresh,pitch.drop,19.6144719239553,5,79,0,96,-0.35
before,17.0484402816702,77,69,repeat,pitch.drop,32.8140794474887,5,86,0,96,-0.35
before,23.6485572050386,58,47,mixed,pitch.drop,19.9468013678422,5,79,0,96,-0.35
before,19.9135012372564,70,63,fresh,pitch.drop,30.8137949507692,8,78,0,96,-0.35
before,13.0361644707855,84,82,repeat,pitch.drop,47.2362625220631,8,86,0,96,-0.35
before,19.6081771494102,71,64,mixed,pitch.drop,31.4823230225736,8,79,0,96,-0.35
before,25.3037266109497,46,33,fresh,pitch.drop,14.101385500357,3,80,0,96,0.0
before,18.4326688866077,60,52,repeat,pitch.drop,24.810919077562,3,90,0,96,0.0
before,24.9982261758019,48,33,mixed,pitch.drop,14.4265408625456,3,82,0,96,0.0
before,22.6038434584449,60,51,fresh,pitch.drop,21.2940783693587,5,80,0,96,0.0
before,15.7412615610453,82,65,repeat,pitch.drop,34.1188316338825,5,90,0,96,0.0
before,22.2986871578067,62,55,mixed,pitch.drop,22.169988790551,5,82,0,96,0.0
before,18.5597136988017,72,66,fresh,pitch.drop,33.2236904956761,8,80,0,96,0.0
before,11.7072100384363,86,86,repeat,pitch.drop,51.6814810377738,8,90,0,96,0.0
before,18.2576063303399,75,70,mixed,pitch.drop,34.6218807239157,8,82,0,96,0.0
before,26.6496698668079,44,28,fresh,pitch.drop,12.6012186898808,3,79,0,96,0.35
before,19.7392848742644,59,52,repeat,pitch.drop,23.1474628503945,3,86,0,96,0.35
before,23.5695671877585,53,38,mixed,pitch.drop,16.5226507482697,3,81,0,96,0.35
before,23.9571221277534,58,45,fresh,pitch.drop,19.5356798364304,5,79,0,96,0.35
before,17.0484402816702,77,70,repeat,pitch.drop,32.9857944020641,5,86,0,96,0.35
before,20.8778946301094,62,58,mixed,pitch.drop,23.8270185602252,5,81,0,96,0.35
before,19.9135012372564,70,61,fresh,pitch.drop,30.9000587072151,8,78,0,96,0.35
before,13.0361644707855,84,82,repeat,pitch.drop,47.450262021874,8,86,0,96,0.35
before,16.8393568384455,79,74,mixed,pitch.drop,37.267442923121,8,81,0,96,0.35
before,30.72,9,4,fresh,pitch.drop,1.70661496520981,3,11,0,96,0.85
before,28.7899498098797,8,6,repeat,pitch.drop,2.12847670056434,3,10,0,96,0.85
before,30.72,9,4,mixed,pitch.drop,1.68970674465283,3,11,0,96,0.85
before,30.72,9,6,fresh,pitch.drop,2.21604785903783,5,11,0,96,0.85
before,26.1049817796843,8,8,repeat,pitch.drop,3.11606060315147,5,10,0,96,0.85
before,30.6903612684752,9,6,mixed,pitch.drop,2.27056018600554,5,11,0,96,0.85
before,29.0504020341931,11,9,fresh,pitch.drop,3.43270308224249,8,11,0,96,0.85
before,22.1180857938094,10,10,repeat,pitch.drop,4.81008550034019,8,10,0,96,0.85
before,27.7084805243918,11,11,mixed,pitch.drop,3.62529377169554,8,11,0,96,0.85
after,34.56,3,3,fresh,pitch.overhand_four_seam,1.13684916620981,3,3,0,96,-0.85
after,33.6485366637586,3,3,repeat,pitch.overhand_four_seam,1.19725154894824,3,3,0,96,-0.85
after,34.56,3,3,mixed,pitch.overhand_four_seam,1.13684916620981,3,3,0,96,-0.85
after,33.5526526391704,3,3,fresh,pitch.overhand_four_seam,1.34382293108595,5,3,0,96,-0.85
after,31.0285210263764,3,3,repeat,pitch.overhand_four_seam,1.45764632044164,5,3,0,96,-0.85
after,33.4292835075725,3,3,mixed,pitch.overhand_four_seam,1.34926006441974,5,3,0,96,-0.85
after,29.4049867012367,3,3,fresh,pitch.overhand_four_seam,1.68475220270019,8,3,0,96,-0.85
after,27.0694415528761,3,3,repeat,pitch.overhand_four_seam,1.77956137390864,8,3,0,96,-0.85
after,29.2835942344835,3,3,mixed,pitch.overhand_four_seam,1.68918509740134,8,3,0,96,-0.85
after,26.7990139215837,33,29,fresh,pitch.overhand_four_seam,10.6156537492559,3,62,0,96,-0.35
after,24.5333250322296,35,30,repeat,pitch.overhand_four_seam,12.3343992927893,3,72,0,96,-0.35
after,26.6811855496779,33,29,mixed,pitch.overhand_four_seam,10.7080940649322,3,62,0,96,-0.35
after,24.0007416970335,40,34,fresh,pitch.overhand_four_seam,15.1435947738014,5,62,0,96,-0.35
after,21.8719216572667,50,40,repeat,pitch.overhand_four_seam,17.8607561048902,5,72,0,96,-0.35
after,23.8898964296985,40,34,mixed,pitch.overhand_four_seam,15.2610027318247,5,62,0,96,-0.35
after,19.8103042054579,56,48,fresh,pitch.overhand_four_seam,24.5366072498473,8,62,0,96,-0.35
after,17.8865318257489,60,55,repeat,pitch.overhand_four_seam,27.6849741234244,8,72,0,96,-0.35
after,19.709920553432,56,49,mixed,pitch.overhand_four_seam,24.6973621875155,8,62,0,96,-0.35
after,24.9554895400285,34,29,fresh,pitch.overhand_four_seam,11.6572491239659,3,74,0,96,0.0
after,22.6896933679811,42,32,repeat,pitch.overhand_four_seam,14.1457356871099,3,90,0,96,0.0
after,24.8376556945158,34,29,mixed,pitch.overhand_four_seam,11.7538302818397,3,76,0,96,0.0
after,22.1233377872337,50,36,fresh,pitch.overhand_four_seam,17.1876495284986,5,76,0,96,0.0
after,19.9944639890443,62,43,repeat,pitch.overhand_four_seam,22.7036177450654,5,90,0,96,0.0
after,22.012489777122,50,34,mixed,pitch.overhand_four_seam,16.764945499779,5,76,0,96,0.0
after,17.8881325410568,60,55,fresh,pitch.overhand_four_seam,27.68819033863,8,76,0,96,0.0
after,15.9643317657502,76,70,repeat,pitch.overhand_four_seam,36.5868498522918,8,90,0,96,0.0
after,17.7877474402758,60,56,mixed,pitch.overhand_four_seam,27.8618032395673,8,76,0,96,0.0
after,26.7990139215837,32,28,fresh,pitch.overhand_four_seam,10.5751190203429,3,62,0,96,0.35
after,24.5333250322296,37,31,repeat,pitch.overhand_four_seam,12.2605005180157,3,72,0,96,0.35
after,26.651825718894,33,29,mixed,pitch.overhand_four_seam,10.7040327904672,3,62,0,96,0.35
after,24.0007416970335,41,34,fresh,pitch.overhand_four_seam,15.1006196945681,5,62,0,96,0.35
after,21.8719216572667,51,38,repeat,pitch.overhand_four_seam,17.8167236861316,5,72,0,96,0.35
after,23.8668868560322,42,34,mixed,pitch.overhand_four_seam,15.2471739590593,5,62,0,96,0.35
after,19.8103042054579,56,48,fresh,pitch.overhand_four_seam,24.6261153255163,8,62,0,96,0.35
after,17.8865318257489,60,54,repeat,pitch.overhand_four_seam,27.6601808512856,8,72,0,96,0.35
after,19.6953655487164,56,49,mixed,pitch.overhand_four_seam,24.8056446034731,8,62,0,96,0.35
after,34.56,3,1,fresh,pitch.overhand_four_seam,0.299548792965557,3,3,0,96,0.85
after,33.6485366637586,3,2,repeat,pitch.overhand_four_seam,0.397476291258519,3,3,0,96,0.85
after,34.56,3,1,mixed,pitch.overhand_four_seam,0.299548792965557,3,3,0,96,0.85
after,33.5526526391704,3,3,fresh,pitch.overhand_four_seam,0.602464346063388,5,3,0,96,0.85
after,31.0285210263764,3,3,repeat,pitch.overhand_four_seam,0.785798905601041,5,3,0,96,0.85
after,33.4292835075725,3,3,mixed,pitch.overhand_four_seam,0.611675030000033,5,3,0,96,0.85
after,29.4049867012366,3,3,fresh,pitch.overhand_four_seam,1.11802156914118,8,3,0,96,0.85
after,27.069441552876,3,3,repeat,pitch.overhand_four_seam,1.26622392682089,8,3,0,96,0.85
after,29.2835942344836,3,3,mixed,pitch.overhand_four_seam,1.12565795572013,8,3,0,96,0.85
after,34.5560026860522,2,2,fresh,pitch.overhand_sinker,1.33265607827126,3,3,0,96,-0.85
after,33.2776537233677,2,2,repeat,pitch.overhand_sinker,1.34002624209428,3,3,0,96,-0.85
after,34.5546139293371,2,2,mixed,pitch.overhand_sinker,1.33265607827126,3,3,0,96,-0.85
after,33.1450791259539,3,2,fresh,pitch.overhand_sinker,1.44472549993593,5,4,0,96,-0.85
after,30.6311815279629,3,3,repeat,pitch.overhand_sinker,1.54043529299258,5,4,0,96,-0.85
after,33.0171339281391,3,2,mixed,pitch.overhand_sinker,1.44974444644685,5,4,0,96,-0.85
after,29.033269072422,3,3,fresh,pitch.overhand_sinker,1.75708335490974,8,4,0,96,-0.85
after,26.7159380878733,3,3,repeat,pitch.overhand_sinker,1.81891167175108,8,4,0,96,-0.85
after,28.9128058997409,3,3,mixed,pitch.overhand_sinker,1.76100278482181,8,4,0,96,-0.85
after,26.393981316021,34,29,fresh,pitch.overhand_sinker,12.7343996691617,3,62,0,96,-0.35
after,24.1497511070885,37,32,repeat,pitch.overhand_sinker,14.3825296425197,3,72,0,96,-0.35
after,26.2772477747489,34,29,mixed,pitch.overhand_sinker,12.83024578116,3,62,0,96,-0.35
after,23.6519424800198,42,36,fresh,pitch.overhand_sinker,16.9764804273586,5,62,0,96,-0.35
after,21.5422805862253,45,42,repeat,pitch.overhand_sinker,19.4665710721762,5,72,0,96,-0.35
after,23.5420746691119,42,36,mixed,pitch.overhand_sinker,17.0841763716699,5,62,0,96,-0.35
after,19.5314222760278,55,50,fresh,pitch.overhand_sinker,25.899340891453,8,62,0,96,-0.35
after,17.6233179275194,60,53,repeat,pitch.overhand_sinker,28.9569225070979,8,72,0,96,-0.35
after,19.4318380133488,55,50,mixed,pitch.overhand_sinker,26.0446491941713,8,62,0,96,-0.35
after,24.4837908065565,36,30,fresh,pitch.overhand_sinker,13.5569953803801,3,76,0,96,0.0
after,22.2394670714072,46,36,repeat,pitch.overhand_sinker,17.9301735938952,3,90,0,96,0.0
after,24.3670524935386,36,30,mixed,pitch.overhand_sinker,13.6599035793437,3,76,0,96,0.0
after,21.7755675704874,43,40,fresh,pitch.overhand_sinker,18.6163810025052,5,74,0,96,0.0
after,19.6657895090056,56,48,repeat,pitch.overhand_sinker,24.1551720607393,5,90,0,96,0.0
after,21.6656938326567,43,40,mixed,pitch.overhand_sinker,18.7434619792209,5,76,0,96,0.0
after,17.6351035094485,60,50,fresh,pitch.overhand_sinker,28.2918302981253,8,76,0,96,0.0
after,15.7268577149827,80,66,repeat,pitch.overhand_sinker,37.9747030447035,8,90,0,96,0.0
after,17.535512030139,60,50,mixed,pitch.overhand_sinker,28.462815511339,8,76,0,96,0.0
after,26.393981316021,35,28,fresh,pitch.overhand_sinker,12.6804580069383,3,62,0,96,0.35
after,24.1497511070885,37,32,repeat,pitch.overhand_sinker,14.3253707367443,3,72,0,96,0.35
after,26.2627273771362,35,28,mixed,pitch.overhand_sinker,12.7838974466572,3,62,0,96,0.35
after,23.6519424800198,43,37,fresh,pitch.overhand_sinker,16.9845925765719,5,62,0,96,0.35
after,21.5422805862253,46,42,repeat,pitch.overhand_sinker,19.4953164827974,5,72,0,96,0.35
after,23.512416472374,43,37,mixed,pitch.overhand_sinker,17.1525115130782,5,62,0,96,0.35
after,19.5314222760278,55,50,fresh,pitch.overhand_sinker,25.9906624525782,8,62,0,96,0.35
after,17.6233179275194,59,52,repeat,pitch.overhand_sinker,28.9305667911596,8,72,0,96,0.35
after,19.411173363676,55,50,mixed,pitch.overhand_sinker,26.169487358884,8,62,0,96,0.35
after,34.5560026860522,2,2,fresh,pitch.overhand_sinker,0.506318478631169,3,3,0,96,0.85
after,33.2776537233677,2,2,repeat,pitch.overhand_sinker,0.557305322152562,3,3,0,96,0.85
after,34.5546139293371,2,2,mixed,pitch.overhand_sinker,0.506318478631169,3,3,0,96,0.85
after,33.1450791259539,2,2,fresh,pitch.overhand_sinker,0.650016202372756,5,4,0,96,0.85
after,30.6311815279629,3,2,repeat,pitch.overhand_sinker,0.760165460828948,5,4,0,96,0.85
after,33.0171339281391,2,2,mixed,pitch.overhand_sinker,0.655606895265003,5,4,0,96,0.85
after,29.033269072422,3,3,fresh,pitch.overhand_sinker,1.09012781889579,8,4,0,96,0.85
after,26.7159380878733,3,3,repeat,pitch.overhand_sinker,1.22242862061378,8,4,0,96,0.85
after,28.9128058997409,3,3,mixed,pitch.overhand_sinker,1.09767751499288,8,4,0,96,0.85
after,34.56,3,2,fresh,pitch.sidearm_sinker,1.2786515632207,3,3,0,96,-0.85
after,33.617729351433,3,2,repeat,pitch.sidearm_sinker,1.33621798345655,3,3,0,96,-0.85
after,34.5589878834423,3,2,mixed,pitch.sidearm_sinker,1.2786515632207,3,3,0,96,-0.85
after,33.5070389816351,3,3,fresh,pitch.sidearm_sinker,1.44357687064982,5,3,0,96,-0.85
after,31.007847111028,3,3,repeat,pitch.sidearm_sinker,1.54665013803629,5,3,0,96,-0.85
after,33.3856305009604,3,3,mixed,pitch.sidearm_sinker,1.45444177599973,5,3,0,96,-0.85
after,29.2804198783881,3,3,fresh,pitch.sidearm_sinker,1.74930099346493,8,4,0,96,-0.85
after,26.9509785043471,3,3,repeat,pitch.sidearm_sinker,1.81488254915423,8,4,0,96,-0.85
after,29.1593388286921,3,3,mixed,pitch.sidearm_sinker,1.75337039749277,8,4,0,96,-0.85
after,26.6494153614158,33,27,fresh,pitch.sidearm_sinker,12.2146848175289,3,62,0,96,-0.35
after,24.3913578389304,35,30,repeat,pitch.sidearm_sinker,13.3736880818199,3,71,0,96,-0.35
after,26.5319763449624,33,27,mixed,pitch.sidearm_sinker,12.3063155402273,3,62,0,96,-0.35
after,23.8982703043366,41,36,fresh,pitch.sidearm_sinker,16.4725178273072,5,62,0,96,-0.35
after,21.7742752185067,45,40,repeat,pitch.sidearm_sinker,18.9638179922845,5,72,0,96,-0.35
after,23.7876712081208,40,36,mixed,pitch.sidearm_sinker,16.466562714459,5,62,0,96,-0.35
after,19.7856406881987,55,48,fresh,pitch.sidearm_sinker,25.408575066626,8,62,0,96,-0.35
after,17.8625090596773,60,53,repeat,pitch.sidearm_sinker,28.3115620900849,8,72,0,96,-0.35
after,19.6852897275599,55,48,mixed,pitch.sidearm_sinker,25.5555770084608,8,62,0,96,-0.35
after,24.6485496448906,35,30,fresh,pitch.sidearm_sinker,13.2264102999564,3,76,0,96,0.0
after,22.3904282352888,44,34,repeat,pitch.sidearm_sinker,16.5954498604961,3,90,0,96,0.0
after,24.5311073688905,35,30,mixed,pitch.sidearm_sinker,13.3961097354295,3,78,0,96,0.0
after,21.9059162649375,43,38,fresh,pitch.sidearm_sinker,18.3366440357329,5,76,0,96,0.0
after,19.7818436656979,61,47,repeat,pitch.sidearm_sinker,23.6815501183883,5,90,0,96,0.0
after,21.7953132139559,43,38,mixed,pitch.sidearm_sinker,18.1273873365542,5,76,0,96,0.0
after,17.823265687219,61,53,fresh,pitch.sidearm_sinker,28.3578608769228,8,76,0,96,0.0
after,15.9000650200254,78,69,repeat,pitch.sidearm_sinker,37.1235439488117,8,90,0,96,0.0
after,17.7229112041989,61,53,mixed,pitch.sidearm_sinker,28.5359481414531,8,76,0,96,0.0
after,26.6494153614158,35,29,fresh,pitch.sidearm_sinker,12.3120437021322,3,62,0,96,0.35
after,24.3913578389304,36,32,repeat,pitch.sidearm_sinker,13.5026078184141,3,71,0,96,0.35
after,26.5173643161312,35,29,mixed,pitch.sidearm_sinker,12.418263618257,3,62,0,96,0.35
after,23.8982703043366,42,37,fresh,pitch.sidearm_sinker,16.7156864386381,5,62,0,96,0.35
after,21.7742752185067,46,40,repeat,pitch.sidearm_sinker,19.0087930878094,5,72,0,96,0.35
after,23.7739128936252,41,37,mixed,pitch.sidearm_sinker,16.605526447977,5,62,0,96,0.35
after,19.7856406881987,56,50,fresh,pitch.sidearm_sinker,25.5202515647269,8,62,0,96,0.35
after,17.8625090596773,60,54,repeat,pitch.sidearm_sinker,28.3786999934598,8,72,0,96,0.35
after,19.6686354183506,56,50,mixed,pitch.sidearm_sinker,25.6973449668524,8,62,0,96,0.35
after,34.56,2,2,fresh,pitch.sidearm_sinker,0.516648783748341,3,3,0,96,0.85
after,33.617729351433,2,2,repeat,pitch.sidearm_sinker,0.552472846337508,3,3,0,96,0.85
after,34.5589878834423,2,2,mixed,pitch.sidearm_sinker,0.516648783748341,3,3,0,96,0.85
after,33.5070389816351,2,2,fresh,pitch.sidearm_sinker,0.629159746814329,5,3,0,96,0.85
after,31.007847111028,3,2,repeat,pitch.sidearm_sinker,0.800240544439514,5,3,0,96,0.85
after,33.3856305009603,2,2,mixed,pitch.sidearm_sinker,0.634935971315148,5,3,0,96,0.85
after,29.2804198783881,3,3,fresh,pitch.sidearm_sinker,1.11118571629589,8,4,0,96,0.85
after,26.9509785043471,3,3,repeat,pitch.sidearm_sinker,1.24581772903837,8,4,0,96,0.85
after,29.1593388286921,3,3,mixed,pitch.sidearm_sinker,1.11880550214093,8,4,0,96,0.85
after,34.5354982774234,2,2,fresh,pitch.overhand_slider,1.20553794742808,3,3,0,96,-0.85
after,33.1171923878813,2,2,repeat,pitch.overhand_slider,1.23028341776443,3,3,0,96,-0.85
after,34.5254382567262,2,2,mixed,pitch.overhand_slider,1.20553794742808,3,3,0,96,-0.85
after,33.0548258284842,3,2,fresh,pitch.overhand_slider,1.3663927163786,5,3,0,96,-0.85
after,30.5487941003382,3,3,repeat,pitch.overhand_slider,1.5322872201732,5,3,0,96,-0.85
after,32.9297224655238,3,2,mixed,pitch.overhand_slider,1.37114236859751,5,3,0,96,-0.85
after,28.9953276449494,3,3,fresh,pitch.overhand_slider,1.73498400418579,8,3,0,96,-0.85
after,26.6798557903469,3,3,repeat,pitch.overhand_slider,1.81056734047556,8,3,0,96,-0.85
after,28.8749593258371,3,3,mixed,pitch.overhand_slider,1.73881930800006,8,3,0,96,-0.85
after,26.2105352952667,33,29,fresh,pitch.overhand_slider,12.3226507030745,3,62,0,96,-0.35
after,23.9686523908482,35,30,repeat,pitch.overhand_slider,13.7877837831153,3,72,0,96,-0.35
after,26.093921514429,34,30,mixed,pitch.overhand_slider,12.4207395935187,3,62,0,96,-0.35
after,23.5023027722001,41,37,fresh,pitch.overhand_slider,16.9838772486215,5,62,0,96,-0.35
after,21.3934482892968,47,38,repeat,pitch.overhand_slider,18.9788534731522,5,72,0,96,-0.35
after,23.3924761557255,41,37,mixed,pitch.overhand_slider,16.983623053499,5,62,0,96,-0.35
after,19.4438461350665,53,47,fresh,pitch.overhand_slider,25.1810494518871,8,61,0,96,-0.35
after,17.5342532697414,59,54,repeat,pitch.overhand_slider,28.4848495311902,8,72,0,96,-0.35
after,19.344185927652,52,46,mixed,pitch.overhand_slider,25.1877722920859,8,61,0,96,-0.35
after,24.256163724271,35,30,fresh,pitch.overhand_slider,13.251207987927,3,74,0,96,0.0
after,22.0142371531633,45,32,repeat,pitch.overhand_slider,15.8609192394395,3,88,0,96,0.0
after,24.139547715541,34,28,mixed,pitch.overhand_slider,12.8230438231549,3,76,0,96,0.0
